Sample in Buffer,Sample in Window,TRIGGER,SystolicCore0/serial2mem_opA/uart_ready_rx_out,SystolicCore0/serial2mem_opA/nreset,SystolicCore0/serial2mem_opA/rw,SystolicCore0/serial2mem_opA/valid_i,SystolicCore0/serial2mem_opA/rready_i,SystolicCore0/serial2mem_opA/rvalid_o,SystolicCore0/serial2mem_opA/ready_o,SystolicCore0/serial2mem_opA/single_port_ram_en,SystolicCore0/serial2mem_opA/in_data[3:0],SystolicCore0/serial2mem_opA/out_data[63:0],SystolicCore0/serial2mem_opA/single_port_ram_di_reg[63:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
678,678,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
679,679,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
680,680,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
681,681,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
682,682,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
683,683,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
684,684,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
685,685,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
686,686,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
687,687,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
688,688,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
689,689,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
690,690,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
691,691,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
692,692,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
693,693,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
694,694,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
695,695,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
696,696,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
697,697,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
698,698,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
699,699,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
700,700,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
701,701,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
702,702,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
703,703,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
704,704,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
705,705,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
706,706,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
707,707,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
708,708,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
709,709,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
710,710,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
711,711,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
712,712,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
713,713,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
714,714,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
715,715,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
716,716,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
717,717,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
718,718,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
719,719,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
720,720,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
721,721,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
722,722,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
723,723,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
724,724,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
725,725,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
726,726,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
727,727,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
728,728,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
729,729,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
730,730,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
731,731,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
732,732,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
733,733,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
734,734,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
735,735,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
736,736,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
737,737,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
738,738,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
739,739,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
740,740,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
741,741,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
742,742,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
743,743,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
744,744,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
745,745,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
746,746,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
747,747,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
748,748,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
749,749,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
750,750,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
751,751,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
752,752,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
753,753,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
754,754,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
755,755,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
756,756,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
757,757,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
758,758,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
759,759,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
760,760,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
761,761,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
762,762,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
763,763,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
764,764,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
765,765,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
766,766,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
767,767,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
768,768,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
769,769,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
770,770,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
771,771,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
772,772,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
773,773,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
774,774,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
775,775,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
776,776,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
777,777,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
778,778,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
779,779,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
780,780,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
781,781,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
782,782,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
783,783,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
784,784,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
785,785,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
786,786,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
787,787,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
788,788,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
789,789,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
790,790,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
791,791,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
792,792,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
793,793,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
794,794,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
795,795,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
796,796,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
797,797,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
798,798,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
799,799,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
800,800,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
801,801,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
802,802,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
803,803,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
804,804,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
805,805,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
806,806,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
807,807,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
808,808,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
809,809,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
810,810,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
811,811,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
812,812,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
813,813,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
814,814,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
815,815,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
816,816,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
817,817,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
818,818,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
819,819,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
820,820,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
821,821,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
822,822,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
823,823,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
824,824,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
825,825,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
826,826,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
827,827,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
828,828,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
829,829,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
830,830,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
831,831,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
832,832,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
833,833,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
834,834,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
835,835,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
836,836,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
837,837,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
838,838,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
839,839,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
840,840,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
841,841,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
842,842,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
843,843,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
844,844,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
845,845,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
846,846,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
847,847,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
848,848,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
849,849,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
850,850,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
851,851,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
852,852,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
853,853,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
854,854,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
855,855,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
856,856,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
857,857,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
858,858,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
859,859,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
860,860,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
861,861,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
862,862,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
863,863,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
864,864,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
865,865,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
866,866,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
867,867,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
868,868,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
869,869,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
870,870,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
871,871,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
872,872,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
873,873,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
874,874,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
875,875,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
876,876,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
877,877,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
878,878,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
879,879,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
880,880,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
881,881,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
882,882,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
883,883,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
884,884,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
885,885,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
886,886,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
887,887,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
888,888,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
889,889,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
890,890,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
891,891,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
892,892,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
893,893,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
894,894,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
895,895,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
896,896,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
897,897,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
898,898,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
899,899,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
900,900,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
901,901,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
902,902,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
903,903,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
904,904,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
905,905,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
906,906,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
907,907,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
908,908,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
909,909,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
910,910,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
911,911,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
912,912,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
913,913,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
914,914,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
915,915,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
916,916,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
917,917,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
918,918,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
919,919,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
920,920,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
921,921,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
922,922,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
923,923,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
924,924,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
925,925,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
926,926,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
927,927,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
928,928,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
929,929,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
930,930,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
931,931,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
932,932,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
933,933,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
934,934,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
935,935,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
936,936,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
937,937,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
938,938,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
939,939,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
940,940,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
941,941,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
942,942,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
943,943,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
944,944,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
945,945,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
946,946,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
947,947,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
948,948,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
949,949,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
950,950,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
951,951,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
952,952,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
953,953,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
954,954,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
955,955,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
956,956,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
957,957,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
958,958,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
959,959,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
960,960,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
961,961,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
962,962,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
963,963,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
964,964,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
965,965,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
966,966,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
967,967,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
968,968,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
969,969,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
970,970,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
971,971,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
972,972,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
973,973,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
974,974,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
975,975,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
976,976,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
977,977,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
978,978,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
979,979,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
980,980,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
981,981,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
982,982,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
983,983,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
984,984,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
985,985,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
986,986,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
987,987,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
988,988,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
989,989,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
990,990,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
991,991,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
992,992,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
993,993,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
994,994,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
995,995,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
996,996,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
997,997,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
998,998,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
999,999,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1000,1000,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1001,1001,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1002,1002,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1003,1003,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1004,1004,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1005,1005,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1006,1006,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1007,1007,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1008,1008,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1009,1009,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1010,1010,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1011,1011,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1012,1012,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1013,1013,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1014,1014,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1015,1015,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1016,1016,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1017,1017,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1018,1018,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1019,1019,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1020,1020,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1021,1021,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1022,1022,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
1023,1023,0,0,1,0,1,0,0,0,0,2,0000000000000000,0000011144414430
